Argument,Value,,,,,,,,,,
Query search,Great Fire of London England,,,,,,,,,,
From,19910806,,,,,,,,,,
To,20240208,,,,,,,,,,
Offset,0,,,,,,,,,,
Number of results,2000,,,,,,,,,,
Website,,,,,,,,,,,
Format,,,,,,,,,,,
Collection,,,,,,,,,,,
,,,,,,,,,,,
Results,,,,,,,,,,,
Year,Month,Day,Timestamp,Original URL,Link to archive,Link to screenshot,Link to extracted text,Collection,MIME type,Title,Snippet
2018,November,5,20181105231919,https://hoxton-hotel-london.ibooked.no/,https://arquivo.pt/wayback/20181105231919/https://hoxton-hotel-london.ibooked.no/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181105231919%2Fhttps%3A%2F%2Fhoxton-hotel-london.ibooked.no%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fhoxton-hotel-london.ibooked.no%2F%2F20181105231919,AWP28,text/html,°HOTEL THE HOXTON SHOREDITCH LONDON 4* (Storbritannia) - fra € 194 | iBOOKED," - <em>London</em> 51.52557 , -0.08289 ex. Hoxton Hotel 81 <em>Great</em> Eastern Street, <em>London</em>, United Kingdom, EC2A<span class=""ellipsis""> ... </span> modern eclectic design <em>of</em> the rooms &amp; corridors leading to the rooms. Breakfast idea <em>great</em> too. It was<span class=""ellipsis""> ... </span> exceptional and loved to see the lack <em>of</em> daft uniforms that you usually see staff wearing. <em>Great</em><span class=""ellipsis""> ... </span>"
2018,November,10,20181110122224,https://travelodge-london-aldgate-east.ibooked.no/,https://arquivo.pt/wayback/20181110122224/https://travelodge-london-aldgate-east.ibooked.no/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181110122224%2Fhttps%3A%2F%2Ftravelodge-london-aldgate-east.ibooked.no%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Ftravelodge-london-aldgate-east.ibooked.no%2F%2F20181110122224,AWP28,text/html,°HOTEL TRAVELODGE LONDON ALDGATE EAST LONDON 3* (Storbritannia) - fra € 107 | iBOOKED," tilbyr en perfekt innkvartering i <em>London</em>. Hotellet ligger 15 minutters gange fra Monument to the <em>Great</em> <em>Fire</em> <em>of</em> <em>London</em>. Wapping, World Trade Centre (Stop) busstopp er 250 meter fra hotellet, og en 5<span class=""ellipsis""> ... </span> Aldgate 500 m Aldgate Aldgate 500 m Shadwell Shadwell 800 m Tower <em>of</em> <em>London</em> Tower <em>of</em> <em>London</em> 550 m Tower<span class=""ellipsis""> ... </span>"
2018,November,13,20181113102208,https://cardiff-hotel-london.booked.net/,https://arquivo.pt/wayback/20181113102208/https://cardiff-hotel-london.booked.net/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181113102208%2Fhttps%3A%2F%2Fcardiff-hotel-london.booked.net%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fcardiff-hotel-london.booked.net%2F%2F20181113102208,AWP28,text/html,°CARDIFF HOTEL LONDON 3* (United Kingdom) - from US$ 274 | BOOKED," Hotel - <em>London</em> from United States Group <em>of</em> friends July&nbsp; 2018 10.0 Exceptional <em>great</em> location near<span class=""ellipsis""> ... </span> tour/ticket assistance on the premises <em>of</em> the hotel. Many <em>London</em> sights, including Kensington Gardens<span class=""ellipsis""> ... </span> Hotel - <em>London</em> from United States Group <em>of</em> friends September&nbsp; 2018 7.4 Very good Excellent Location<span class=""ellipsis""> ... </span>"
2018,November,11,20181111004508,https://beaconfield-hotel-london.booked.net/,https://arquivo.pt/wayback/20181111004508/https://beaconfield-hotel-london.booked.net/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181111004508%2Fhttps%3A%2F%2Fbeaconfield-hotel-london.booked.net%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fbeaconfield-hotel-london.booked.net%2F%2F20181111004508,AWP28,text/html,°BEACONSFIELD HOTEL LONDON 2* (United Kingdom) - from US$ 74 | BOOKED," daily. Unwind and embrace the ambiance <em>of</em> <em>London</em> in the outdoor restaurant onsite. The lobby bar<span class=""ellipsis""> ... </span> - <em>London</em> from United States Single September&nbsp; 2018 10.0 Exceptional <em>Great</em> location. Good size clean<span class=""ellipsis""> ... </span> Location good with <em>great</em> access to both buses and tube into <em>London</em>, Paid for a luxury room with superb<span class=""ellipsis""> ... </span>"
2018,November,13,20181113102713,https://berkeley-hotel-london.booked.net/,https://arquivo.pt/wayback/20181113102713/https://berkeley-hotel-london.booked.net/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181113102713%2Fhttps%3A%2F%2Fberkeley-hotel-london.booked.net%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fberkeley-hotel-london.booked.net%2F%2F20181113102713,AWP28,text/html,°HOTEL BERKELEY LONDON 5* (United Kingdom) - from US$ 1077 | BOOKED," comfort. Typifies the best <em>of</em> <em>London</em>. Berkeley - <em>London</em> from United States Single April&nbsp; 2016 9.2 Superb<span class=""ellipsis""> ... </span> and a little too much style over substance. Berkeley - <em>London</em> from United States Group <em>of</em> friends<span class=""ellipsis""> ... </span> - <em>London</em> from United States Older travelers April&nbsp; 2016 9.6 Exclusive Relaxed atmosphere and <em>great</em><span class=""ellipsis""> ... </span>"
2018,November,13,20181113101621,https://springfield-hotel-london.booked.net/,https://arquivo.pt/wayback/20181113101621/https://springfield-hotel-london.booked.net/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181113101621%2Fhttps%3A%2F%2Fspringfield-hotel-london.booked.net%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fspringfield-hotel-london.booked.net%2F%2F20181113101621,AWP28,text/html,°SPRINGFIELD HOTEL LONDON 2* (United Kingdom) - from US$ 124 | BOOKED," be the <em>fire</em> exit! Springfield Hotel - <em>London</em> from United States Group <em>of</em> friends April&nbsp; 2018 5.8<span class=""ellipsis""> ... </span> drive from <em>London</em> City airport. Rooms Staying at Springfield Hotel guests can make use <em>of</em> flat<span class=""ellipsis""> ... </span> an abrupt end at 9 am. Springfield Hotel - <em>London</em> from United States Group <em>of</em> friends May&nbsp; 2018 5.4<span class=""ellipsis""> ... </span>"
2020,June,10,20200610123746,https://de.wikipedia.org/wiki/London,https://arquivo.pt/wayback/20200610123746/https://de.wikipedia.org/wiki/London,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20200610123746%2Fhttps%3A%2F%2Fde.wikipedia.org%2Fwiki%2FLondon,https://arquivo.pt/textextracted?m=https%3A%2F%2Fde.wikipedia.org%2Fwiki%2FLondon%2F20200610123746,AWP33,text/html,London – Wikipedia," die <em>London</em> <em>Fire</em> Brigade , die Polizei und der &ouml;ffentliche Verkehr. Die GLA besteht aus dem Mayor <em>of</em><span class=""ellipsis""> ... </span> (Begriffskl&auml;rung) aufgef&uuml;hrt. <em>London</em> Basisdaten Landesteil: <em>England</em> Koordinaten : 51&deg;&nbsp;31&#8242;&nbsp; N , 0&deg;&nbsp;7&#8242;&nbsp; W 51<span class=""ellipsis""> ... </span> Postleitzahlenabschnitt : E, EC, N, NW, SE, SW, TW , W, WC Stadtgliederung: City <em>of</em> <em>London</em> und 32<span class=""ellipsis""> ... </span>"
2020,October,5,20201005150315,https://corus-hyde-park-hotel-london.ibooked.dk/,https://arquivo.pt/wayback/20201005150315/https://corus-hyde-park-hotel-london.ibooked.dk/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20201005150315%2Fhttps%3A%2F%2Fcorus-hyde-park-hotel-london.ibooked.dk%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fcorus-hyde-park-hotel-london.ibooked.dk%2F%2F20201005150315,AWP34,text/html,°CORUS HYDE PARK HOTEL; SURE HOTEL COLLECTION BY BEST WESTERN LONDON 4* (Storbritannien) - fra DKK 1," ExCeL Exhibition center 860 hoteller Monument Tower <em>Of</em> <em>London</em> 3947 hoteller Tower Bridge 3802<span class=""ellipsis""> ... </span> TR - Bookeder.com Hoteller Hoteller i Storbritannien Hoteller i <em>England</em> Hoteller i <em>London</em> Corus<span class=""ellipsis""> ... </span>&deg;CORUS HYDE PARK HOTEL; SURE HOTEL COLLECTION BY BEST WESTERN <em>LONDON</em> 4* (Storbritannien) - fra DKK<span class=""ellipsis""> ... </span>"
2018,November,13,20181113102210,https://shakespeare-hotel-london.booked.net/,https://arquivo.pt/wayback/20181113102210/https://shakespeare-hotel-london.booked.net/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181113102210%2Fhttps%3A%2F%2Fshakespeare-hotel-london.booked.net%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fshakespeare-hotel-london.booked.net%2F%2F20181113102210,AWP28,text/html,°HOTEL SHAKESPEARE LONDON 2* (United Kingdom) - from US$ 168 | BOOKED," Badge Overview Shakespeare Hotel offers a pleasant accommodation in a shopping area <em>of</em> <em>London</em>. An<span class=""ellipsis""> ... </span>, we had 5 beds in one tiny room 3 <em>of</em> us were itchy all night, <em>fire</em> alarm went off at around 1am for<span class=""ellipsis""> ... </span> at all costs. Shakespeare - <em>London</em> from United States Group <em>of</em> friends December&nbsp; 2015 7.0 Very good<span class=""ellipsis""> ... </span>"
2018,November,13,20181113102649,https://premier-inn-london-victoria.ibooked.no/,https://arquivo.pt/wayback/20181113102649/https://premier-inn-london-victoria.ibooked.no/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181113102649%2Fhttps%3A%2F%2Fpremier-inn-london-victoria.ibooked.no%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fpremier-inn-london-victoria.ibooked.no%2F%2F20181113102649,AWP28,text/html,°HOTEL PREMIER INN LONDON VICTORIA LONDON 3* (Storbritannia) - fra € 298 | iBOOKED," <em>London</em> Eye <em>London</em> Eye 2.0 km Queen's Walk South Bank Trafalgar Square Trafalgar Square 2.0 km Centre <em>of</em><span class=""ellipsis""> ... </span>&nbsp; 2018 9.2 Flott The sightsand sounds <em>of</em> <em>London</em>....wonderful Rude people who just charged into you<span class=""ellipsis""> ... </span> &#1575;&#1604;&#1601;&#1606;&#1575;&#1583;&#1602; Hjem &#8250; Storbritannia hoteller &#8250; <em>England</em> hoteller &#8250; <em>London</em> hoteller &#8250; Premier Inn <em>London</em> Victoria<span class=""ellipsis""> ... </span>"
2018,November,13,20181113101622,https://nayland-hotel-london.booked.net/,https://arquivo.pt/wayback/20181113101622/https://nayland-hotel-london.booked.net/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181113101622%2Fhttps%3A%2F%2Fnayland-hotel-london.booked.net%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fnayland-hotel-london.booked.net%2F%2F20181113101622,AWP28,text/html,°HOTEL NAYLAND LONDON 3* (United Kingdom) - from US$ 169 | BOOKED,". Lift still out <em>of</em> action! Nayland - <em>London</em> from United States Group <em>of</em> friends March&nbsp; 2018 7.0 Very<span class=""ellipsis""> ... </span> hotel in a lovely area <em>of</em> <em>London</em> and the staff were very obliging. I would use it again but bring items<span class=""ellipsis""> ... </span> &#8250; United Kingdom hotels &#8250; <em>England</em> hotels &#8250; <em>London</em> hotels &#8250; Nayland Booked . net 50+ suppliers providing<span class=""ellipsis""> ... </span>"
2018,November,13,20181113104012,https://grand-hotel-london.booked.net/,https://arquivo.pt/wayback/20181113104012/https://grand-hotel-london.booked.net/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181113104012%2Fhttps%3A%2F%2Fgrand-hotel-london.booked.net%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fgrand-hotel-london.booked.net%2F%2F20181113104012,AWP28,text/html,°TREBOVIR HOTEL LONDON 3* (United Kingdom) - from US$ 150 | BOOKED," Use Badge Overview Grand Hotel <em>London</em> is a 3-star property in Hammersmith and Fulham district <em>of</em><span class=""ellipsis""> ... </span> - <em>London</em> from United States Group <em>of</em> friends August&nbsp; 2018 9.2 Superb Nice room, nice sized tv, nice breakfast, and nice staff. Trebovir Hotel - <em>London</em> from United States Group <em>of</em> friends August&nbsp; 2018 9.6<span class=""ellipsis""> ... </span>"
2018,November,13,20181113103127,https://e2-apartments-london.booked.net/,https://arquivo.pt/wayback/20181113103127/https://e2-apartments-london.booked.net/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181113103127%2Fhttps%3A%2F%2Fe2-apartments-london.booked.net%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fe2-apartments-london.booked.net%2F%2F20181113103127,AWP28,text/html,°HOTEL E2 APARTMENTS LONDON 3* (United Kingdom) - from US$ 134 | BOOKED,"&#12488;&#12513;&#12531;&#12488; - &#12525;&#12531;&#12489;&#12531; &#20262;&#25958; &#47088;&#45912; &#1051;&#1086;&#1085;&#1076;&#1086;&#1085; &#1500;&#1493;&#1504;&#1491;&#1493;&#1503; Londra &#1604;&#1606;&#1583;&#1606; Hotels &#8250; United Kingdom hotels &#8250; <em>England</em> hotels &#8250; <em>London</em><span class=""ellipsis""> ... </span>&deg;HOTEL E2 APARTMENTS <em>LONDON</em> 3* (United Kingdom) - from US$ 134 | BOOKED Booked . net Enter hotel<span class=""ellipsis""> ... </span> Privacy Policy 6 Good Based on&nbsp; 2 &nbsp;reviews 37 E2 Apartments - <em>London</em> 51.532336570601 , -0<span class=""ellipsis""> ... </span>"
2018,November,13,20181113103359,https://kensington-close-hotel-london.ibooked.no/,https://arquivo.pt/wayback/20181113103359/https://kensington-close-hotel-london.ibooked.no/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181113103359%2Fhttps%3A%2F%2Fkensington-close-hotel-london.ibooked.no%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fkensington-close-hotel-london.ibooked.no%2F%2F20181113103359,AWP28,text/html,°HOTEL HOLIDAY INN LONDON KENSINGTON LONDON 4* (Storbritannia) - fra € 185 | iBOOKED," helpful. <em>Great</em> location for exploring <em>London</em> I chose the hotel due to the fact it was a spa hotel and<span class=""ellipsis""> ... </span> <em>Fire</em> alarm, building work, tired look <em>of</em> Hotel and room and the small size <em>of</em> the room. Holiday Inn<span class=""ellipsis""> ... </span>, but high for the quality <em>of</em> the room. Holiday Inn <em>London</em> Kensington fra United States Enkelt juni<span class=""ellipsis""> ... </span>"
2018,November,13,20181113104040,https://aspen-apartments-london.booked.net/,https://arquivo.pt/wayback/20181113104040/https://aspen-apartments-london.booked.net/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181113104040%2Fhttps%3A%2F%2Faspen-apartments-london.booked.net%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Faspen-apartments-london.booked.net%2F%2F20181113104040,AWP28,text/html,°HOTEL ASPEN APARTMENTS LONDON 3* (United Kingdom) - from US$ 237 | BOOKED," tranquil Aspen is a <em>great</em> place to stay in Lambeth district <em>of</em> <em>London</em> in a reasonable distance from Marble<span class=""ellipsis""> ... </span> to Selfridges. The center <em>of</em> <em>London</em> is 4 km away from the hotel. The hotel is just a 10-minute walk<span class=""ellipsis""> ... </span> quality <em>of</em> the foods! Aspen Apartments - <em>London</em> from United States Family with children June&nbsp; 2016 7.4<span class=""ellipsis""> ... </span>"
2018,November,10,20181110121749,https://renaissance-london-heathrow-hotel.ibooked.no/,https://arquivo.pt/wayback/20181110121749/https://renaissance-london-heathrow-hotel.ibooked.no/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181110121749%2Fhttps%3A%2F%2Frenaissance-london-heathrow-hotel.ibooked.no%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Frenaissance-london-heathrow-hotel.ibooked.no%2F%2F20181110121749,AWP28,text/html,°RENAISSANCE LONDON HEATHROW HOTEL HARLINGTON (GREATER LONDON) 4* (Storbritannia) - fra € 94 | iBOOK," newness The <em>fire</em> alarm going off twice during the middle <em>of</em> the night Renaissance <em>London</em> Heathrow<span class=""ellipsis""> ... </span> have been better quality. Cocktails were not <em>great</em>. Renaissance <em>London</em> Heathrow Hotel - Harlington (Greater <em>London</em>) fra United States Enkelt juni&nbsp; 2017 8.8 Flott The veiw <em>of</em> the runway and the rooms<span class=""ellipsis""> ... </span>"
2018,November,11,20181111003822,https://britannia-inn-london.booked.net/,https://arquivo.pt/wayback/20181111003822/https://britannia-inn-london.booked.net/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181111003822%2Fhttps%3A%2F%2Fbritannia-inn-london.booked.net%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fbritannia-inn-london.booked.net%2F%2F20181111003822,AWP28,text/html,°BRITANNIA INN HOTEL LONDON 3* (United Kingdom) - from US$ 118 | BOOKED," nearby, this traditional hotel is perfectly connected with other parts <em>of</em> <em>London</em>. Britannia Inn can be<span class=""ellipsis""> ... </span> Wharf 5.6 mi <em>London</em> Borough <em>of</em> Tower Hamlets 15 Cabot Square + More - Less Getting around Airports<span class=""ellipsis""> ... </span> place while avoiding the extreme cost <em>of</em> staying at the center <em>of</em> <em>London</em>. The breakfast was poor<span class=""ellipsis""> ... </span>"
2018,November,13,20181113102448,https://comfotel-grn-london.booked.net/,https://arquivo.pt/wayback/20181113102448/https://comfotel-grn-london.booked.net/,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20181113102448%2Fhttps%3A%2F%2Fcomfotel-grn-london.booked.net%2F,https://arquivo.pt/textextracted?m=https%3A%2F%2Fcomfotel-grn-london.booked.net%2F%2F20181113102448,AWP28,text/html,°HOTEL COMFOTEL GRN LONDON 3* (United Kingdom) - from US$ 107 | BOOKED," is in the heart <em>of</em> <em>London</em>, just 20 minutes&#8217; drive from Northolt airport. The center <em>of</em> <em>London</em> is<span class=""ellipsis""> ... </span> October&nbsp; 2017 9.2 Superb <em>Great</em> price for services and room qualities Comfotel Grn - <em>London</em> from<span class=""ellipsis""> ... </span>. Comfotel Grn - <em>London</em> from United States Group <em>of</em> friends September&nbsp; 2017 2.8 Guest rating We chose<span class=""ellipsis""> ... </span>"
2019,November,4,20191104151628,https://en.m.wikipedia.org/wiki/London,https://arquivo.pt/wayback/20191104151628/https://en.m.wikipedia.org/wiki/London,https://arquivo.pt/screenshot?url=https%3A%2F%2Farquivo.pt%2FnoFrame%2Freplay%2F20191104151628%2Fhttps%3A%2F%2Fen.m.wikipedia.org%2Fwiki%2FLondon,https://arquivo.pt/textextracted?m=https%3A%2F%2Fen.m.wikipedia.org%2Fwiki%2FLondon%2F20191104151628,EAWP27,text/html,London - Wikipedia,"] &nbsp; The <em>Great</em> <em>Fire</em> <em>of</em> <em>London</em> destroyed many parts <em>of</em> the city in 1666. The <em>Great</em> <em>Fire</em> <em>of</em> <em>London</em> broke<span class=""ellipsis""> ... </span> stucco or whitewashed buildings. Few structures in central <em>London</em> pre-date the <em>Great</em> <em>Fire</em> <em>of</em> 1666, these<span class=""ellipsis""> ... </span> the City <em>of</em> <em>London</em> provides views <em>of</em> the surrounding area while commemorating the <em>Great</em> <em>Fire</em> <em>of</em><span class=""ellipsis""> ... </span>"
